Year,Chamber,Quadrat,In_Out,CO2,Nitrogen,Treatment,SP_Count,SP_Total_Mass,DI_Count,DI_Total_Mass,Litter_Total_Mass
2006,9,4,1,1,0,3,-99,0,-99,0,2.0107
2006,9,5,1,1,0,3,-99,0,-99,0.1869,2.9873
2006,9,6,1,1,0,3,-99,0,-99,0,0.8581
2006,9,7,0,1,0,3,-99,0,-99,0.3021,2.6478
2006,9,8,0,1,0,3,-99,0,-99,0,2.6695
2006,10,1,1,0,1,2,-99,0.2266,-99,0,4.6221
2006,10,2,1,0,1,2,-99,0,-99,0,1.3215
2006,10,3,1,0,1,2,-99,0,-99,0,1.5332
2006,10,4,1,0,1,2,-99,0,-99,0,3.4203
2006,10,5,1,0,1,2,-99,0,-99,0,1.2506
2006,10,6,1,0,1,2,-99,0.1409,-99,0,2.4297
2006,10,7,0,0,1,2,-99,0,-99,0,1.7689
2006,10,8,0,0,1,2,-99,0,-99,0,1.8124
2006,11,1,1,0,1,2,-99,0.2322,-99,0,2.0159
2006,11,2,1,0,1,2,-99,0.3723,-99,0,3.168
2006,11,3,1,0,1,2,-99,0,-99,0,3.5098
2006,11,4,1,0,1,2,-99,0,-99,0,1.6283
2006,11,5,1,0,1,2,-99,0.2444,-99,0,2.5346
2006,11,6,1,0,1,2,-99,0,-99,0,1.1626
2006,11,7,0,0,1,2,-99,0.0475,-99,0,1.9462
2006,11,8,0,0,1,2,-99,0.1427,-99,0,1.6021
2006,12,1,1,1,1,4,-99,0.0996,-99,0.2181,2.7524
2006,12,2,1,1,1,4,-99,0.0097,-99,0,3.659
2006,12,3,1,1,1,4,-99,0,-99,0,3.0002
2006,12,4,1,1,1,4,-99,0,-99,0,1.5811
2006,12,5,1,1,1,4,-99,0.044,-99,0,1.9466
2006,12,6,1,1,1,4,-99,0.2212,-99,0,2.0368
2006,12,7,0,1,1,4,-99,0.0176,-99,0,4.0939
2006,12,8,0,1,1,4,-99,0,-99,0,2.8104
2006,13,1,1,1,0,3,-99,0.8807,-99,0,4.6932
2006,13,2,1,1,0,3,-99,0.0021,-99,0,2.7508
2006,13,3,1,1,0,3,-99,0.1011,-99,0,2.3027
2006,13,4,1,1,0,3,-99,0,-99,0,2.0602
2006,13,5,1,1,0,3,-99,0,-99,0,4.4322
2006,13,6,1,1,0,3,-99,0.1975,-99,0,2.3715
2006,13,7,0,1,0,3,-99,0,-99,0,2.3029
2006,13,8,0,1,0,3,-99,0,-99,0.1092,1.6696
2006,14,1,1,0,1,2,-99,0,-99,0,2.3222
2006,14,2,1,0,1,2,-99,0,-99,0,1.529
2006,14,3,1,0,1,2,-99,0,-99,0,1.6532
2006,14,4,1,0,1,2,-99,0.2491,-99,0,1.8177
2006,14,5,1,0,1,2,-99,0,-99,0,1.5583
2006,14,6,1,0,1,2,-99,0,-99,0.2788,1.7528
2006,14,7,0,0,1,2,-99,0.3529,-99,0,0.3141
2006,14,8,0,0,1,2,-99,2.0903,-99,0,3.6562
2006,15,1,1,1,1,4,-99,0,-99,0,2.388
2006,15,2,1,1,1,4,-99,0,-99,0,1.4828
2006,15,3,1,1,1,4,-99,0,-99,0,0.7821
2006,15,4,1,1,1,4,-99,0.2746,-99,0,1.0747
2006,15,5,1,1,1,4,-99,0,-99,0.1075,3.4912
2006,15,6,1,1,1,4,-99,0,-99,0,1.4742
2006,15,7,0,1,1,4,-99,0,-99,0,1.7832
2006,15,8,0,1,1,4,-99,0,-99,0,1.4265
2006,16,1,1,0,0,1,-99,0,-99,0,1.7371
2006,16,2,1,0,0,1,-99,0.0887,-99,0,2.9849
2006,16,3,1,0,0,1,-99,0,-99,0,1.6609
2006,16,4,1,0,0,1,-99,0,-99,0,1.5455
2006,16,5,1,0,0,1,-99,0,-99,0,2.4777
2006,16,6,1,0,0,1,-99,0.3751,-99,0,1.3607
2006,16,7,0,0,0,1,-99,0.0207,-99,0,2.9246
2006,16,8,0,0,0,1,-99,0,-99,0,1.8086
2006,17,1,1,0,0,1,-99,0,-99,0,1.6906
2006,17,2,1,0,0,1,-99,0,-99,0,2.8366
2006,17,3,1,0,0,1,-99,0,-99,0,1.9646
2006,17,4,1,0,0,1,-99,0,-99,0.3033,3.1439
2006,17,5,1,0,0,1,-99,0,-99,0,2.0942
2006,17,6,1,0,0,1,-99,0.5076,-99,0,4.649
2006,17,7,0,0,0,1,-99,0,-99,0,1.9131
2006,17,8,0,0,0,1,-99,0,-99,0,2.0793
2006,18,1,1,1,1,4,-99,0,-99,0,1.6483
2006,18,2,1,1,1,4,-99,0,-99,1.1201,4.1848
2006,18,3,1,1,1,4,-99,0,-99,0.1475,2.5417
2006,18,4,1,1,1,4,-99,0,-99,0.3741,6.3439
2006,18,5,1,1,1,4,-99,0,-99,1.0596,3.4572
2006,18,6,1,1,1,4,-99,0,-99,0,0.5162
2006,18,7,0,1,1,4,-99,0,-99,0,2.8946
2006,18,8,0,1,1,4,-99,0,-99,0,4.3603
2006,19,1,1,1,0,3,-99,0,-99,0,5.1283
2006,19,2,1,1,0,3,-99,0,-99,0,2.2432
2006,19,3,1,1,0,3,-99,0,-99,0,1.7909
2006,19,4,1,1,0,3,-99,0,-99,0,2.0796
2006,19,5,1,1,0,3,-99,0,-99,0,0.9764
2006,19,6,1,1,0,3,-99,0,-99,0.0408,2.1534
2006,19,7,0,1,0,3,-99,0,-99,0,3.644
2006,19,8,0,1,0,3,-99,0,-99,0,1.5534
2006,20,1,1,0,1,2,-99,3.5458,-99,0,4.1197
2006,20,2,1,0,1,2,-99,0.0512,-99,0,3.3309
2006,20,3,1,0,1,2,-99,1.0185,-99,0,2.687
2006,20,4,1,0,1,2,-99,0.1836,-99,0,2.9517
2006,20,5,1,0,1,2,-99,6.7249,-99,0,2.7836
2006,20,6,1,0,1,2,-99,0.9274,-99,0,1.7847
2006,20,7,0,0,1,2,-99,0.027,-99,0,3.0153
2006,20,8,0,0,1,2,-99,1.7704,-99,0,3.7284
2007,1,1,1,1,1,4,-99,2.4777,-99,1.9403,3.02
2007,1,2,1,1,1,4,-99,0.0307,-99,0,2.02
2007,1,3,1,1,1,4,-99,0,-99,0,3.84
2007,1,4,1,1,1,4,-99,0.0624,-99,0.2048,2.87
2007,1,5,1,1,1,4,-99,0,-99,0.5124,4.04
2007,1,6,1,1,1,4,-99,0,-99,0.3252,2.12
2007,1,7,0,1,1,4,-99,0.7048,-99,0.1202,0.56
2007,1,8,0,1,1,4,-99,1.2097,-99,0.1984,1.22
2007,2,1,1,0,0,1,-99,0,-99,0,1.3
2007,2,2,1,0,0,1,-99,0,-99,0,2.99
2007,2,3,1,0,0,1,-99,0,-99,0,1.94
2007,2,4,1,0,0,1,-99,0.3582,-99,0,1.4
2007,2,5,1,0,0,1,-99,0,-99,0,2.13
2007,2,6,1,0,0,1,-99,0.2073,-99,0,1.39
2007,2,7,0,0,0,1,-99,0,-99,0.68,1.92
2007,2,8,0,0,0,1,-99,0.3842,-99,0,1.4
2007,3,1,1,1,0,3,-99,0,-99,0,2.5
2007,3,2,1,1,0,3,-99,0,-99,0,3.99
2007,3,3,1,1,0,3,-99,0.8118,-99,0,2.98
2007,3,4,1,1,0,3,-99,0,-99,0,1.24
2007,3,5,1,1,0,3,-99,0,-99,0,2.8
2007,3,6,1,1,0,3,-99,0,-99,0,3.95
2007,3,7,0,1,0,3,-99,0.0687,-99,0,3.67
2007,3,8,0,1,0,3,-99,0,-99,0.1464,0.69
2007,4,1,1,0,1,2,-99,0,-99,0,2.86
2007,4,2,1,0,1,2,-99,0.5681,-99,0,1.38
2007,4,3,1,0,1,2,-99,0.8799,-99,1.4168,4.67
2007,4,4,1,0,1,2,-99,0.5132,-99,0,3.3
2007,4,5,1,0,1,2,-99,0.6094,-99,0,4.16
2007,4,6,1,0,1,2,-99,0.2635,-99,0,1.12
2007,4,7,0,0,1,2,-99,0,-99,0.0284,4.42
2007,4,8,0,0,1,2,-99,0,-99,0,0.52
2007,5,1,1,1,1,4,-99,0,-99,0,2.2843
2007,5,2,1,1,1,4,-99,0.1314,-99,0,5.358
2007,5,3,1,1,1,4,-99,0.5066,-99,0,1.7675
2007,5,4,1,1,1,4,-99,0.0394,-99,0.0126,1.7849
2007,5,5,1,1,1,4,-99,0,-99,0,4.9563
2007,5,6,1,1,1,4,-99,0.1046,-99,0,3.1537
2007,5,7,0,1,1,4,-99,0,-99,0,2.1379
2007,5,8,0,1,1,4,-99,0,-99,0,3.3029
2007,6,1,1,0,0,1,-99,0,-99,0,1.26
2007,6,2,1,0,0,1,-99,0,-99,0,1.01
2007,6,3,1,0,0,1,-99,0,-99,0,1.53
2007,6,4,1,0,0,1,-99,0,-99,0,0.47
2007,6,5,1,0,0,1,-99,0,-99,0,1.65
2007,6,6,1,0,0,1,-99,0,-99,0,1.23
2007,6,7,0,0,0,1,-99,0,-99,0,2.02
2007,6,8,0,0,0,1,-99,0,-99,0,3.34
2007,7,1,1,0,0,1,-99,0.2654,-99,0,2.81
2007,7,2,1,0,0,1,-99,0,-99,0,1.45
2007,7,3,1,0,0,1,-99,0,-99,0,1.36
2007,7,4,1,0,0,1,-99,0,-99,0,0.45
2007,7,5,1,0,0,1,-99,0,-99,0,1.48
2007,7,6,1,0,0,1,-99,0,-99,0,4.71
2007,7,7,0,0,0,1,-99,0.1659,-99,0.3897,1
2007,7,8,0,0,0,1,-99,0.1619,-99,0,1.43
2007,8,1,1,1,0,3,-99,0,-99,0,3.6
2007,8,2,1,1,0,3,-99,0,-99,0.0327,1.08
2007,8,3,1,1,0,3,-99,0,-99,0,3.34
2007,8,4,1,1,0,3,-99,0,-99,0,1.76
2007,8,5,1,1,0,3,-99,0,-99,0,0.37
2007,8,6,1,1,0,3,-99,0,-99,0,1.88
2007,8,7,0,1,0,3,-99,0,-99,0,1.74
2007,8,8,0,1,0,3,-99,0,-99,0,1.47
2007,9,1,1,1,0,3,-99,0,-99,0,1.17
2007,9,2,1,1,0,3,-99,0,-99,0,1.29
2007,9,3,1,1,0,3,-99,0,-99,0,1.57
2007,9,4,1,1,0,3,-99,0,-99,0,2.22
2007,9,5,1,1,0,3,-99,0,-99,0,1.32
2007,9,6,1,1,0,3,-99,0,-99,0,4.16
2007,9,7,0,1,0,3,-99,0,-99,0,1.74
2007,9,8,0,1,0,3,-99,0,-99,0,1.33
2007,10,1,1,0,1,2,-99,0,-99,0,2.5836
2007,10,2,1,0,1,2,-99,0.082,-99,0.4413,2.4469
2007,10,3,1,0,1,2,-99,0.1226,-99,0,1.3373
2007,10,4,1,0,1,2,-99,2.5005,-99,0,1.702
2007,10,5,1,0,1,2,-99,0.0893,-99,0.3312,3.6453
2007,10,6,1,0,1,2,-99,0.0807,-99,0.5208,1.5215
2007,10,7,0,0,1,2,-99,0,-99,0,0.7028
2007,10,8,0,0,1,2,-99,0,-99,0,1.6521
2007,11,1,1,0,1,2,-99,0.3455,-99,1.0988,1.1541
2007,11,2,1,0,1,2,-99,0.2105,-99,0,1.2375
2007,11,3,1,0,1,2,-99,0,-99,0.6381,1.6716
2007,11,4,1,0,1,2,-99,0.3348,-99,0.9462,2.0488
2007,11,5,1,0,1,2,-99,0,-99,1.3195,2.74
2007,11,6,1,0,1,2,-99,0,-99,0.0127,2.1817
2007,11,7,0,0,1,2,-99,0.5685,-99,0.2893,1.6715
2007,11,8,0,0,1,2,-99,0.5748,-99,0,2.09
2007,12,1,1,1,1,4,-99,0,-99,1.0993,2.2815
2007,12,2,1,1,1,4,-99,0,-99,2.1312,4.5019
2007,12,3,1,1,1,4,-99,0,-99,0.5195,1.0215
2007,12,4,1,1,1,4,-99,0.0316,-99,0,2.2064
2007,12,5,1,1,1,4,-99,0,-99,0,3.91
2007,12,6,1,1,1,4,-99,0.2727,-99,0,1.5105
2007,12,7,0,1,1,4,-99,1.2908,-99,0,0.7749
2007,12,8,0,1,1,4,-99,0,-99,0.0878,1.3825
2007,13,1,1,1,0,3,-99,0.1234,-99,0,2.25
2007,13,2,1,1,0,3,-99,0.3587,-99,0,2.083
2007,13,3,1,1,0,3,-99,0,-99,0,2.25
2007,13,4,1,1,0,3,-99,0,-99,0,3.0421
2007,13,5,1,1,0,3,-99,0.3113,-99,0,2.847
2007,13,6,1,1,0,3,-99,1.035,-99,0,2.541
2007,13,7,0,1,0,3,-99,0,-99,0,4.82
2007,13,8,0,1,0,3,-99,0,-99,0,1.8243
2007,14,1,1,0,1,2,-99,0,-99,0,2.6636
2007,14,2,1,0,1,2,-99,0,-99,0,2.1231
2007,14,3,1,0,1,2,-99,0,-99,0,0.7564
2007,14,4,1,0,1,2,-99,0,-99,0,6.5766
2007,14,5,1,0,1,2,-99,0,-99,0,1.1168
2007,14,6,1,0,1,2,-99,0,-99,0,2.645
2007,14,7,0,0,1,2,-99,0,-99,0,3.367
2007,14,8,0,0,1,2,-99,0,-99,0,3.947
2007,15,1,1,1,1,4,-99,0,-99,0,1.7744
2007,15,2,1,1,1,4,-99,0,-99,0,2.5529
2007,15,3,1,1,1,4,-99,0,-99,0,2.6603
2007,15,4,1,1,1,4,-99,0,-99,0,2.273
2007,15,5,1,1,1,4,-99,0,-99,0,3.9531
2007,15,6,1,1,1,4,-99,0,-99,0,1.2763
2007,15,7,0,1,1,4,-99,0,-99,0,1.296
2007,15,8,0,1,1,4,-99,0,-99,0,2.19
2007,16,1,1,0,0,1,-99,0,-99,0,2.81
2007,16,2,1,0,0,1,-99,0,-99,0,1.71
2007,16,3,1,0,0,1,-99,0,-99,0,1.24
2007,16,4,1,0,0,1,-99,0,-99,0,2.32
2007,16,5,1,0,0,1,-99,0,-99,0,2.85
2007,16,6,1,0,0,1,-99,0,-99,0,1.05
2007,16,7,0,0,0,1,-99,0.1528,-99,0,2.68
2007,16,8,0,0,0,1,-99,0.2871,-99,0,2.1
2007,17,1,1,0,0,1,-99,0,-99,0.5704,3.32
2007,17,2,1,0,0,1,-99,0,-99,0.2416,2.55
2007,17,3,1,0,0,1,-99,0,-99,0,0.71
2007,17,4,1,0,0,1,-99,0,-99,0,0.63
2007,17,5,1,0,0,1,-99,0,-99,0,0.27
2007,17,6,1,0,0,1,-99,0.0143,-99,0,1.94
2007,17,7,0,0,0,1,-99,0,-99,0.1548,1.77
2007,17,8,0,0,0,1,-99,0,-99,0,1.8
2007,18,1,1,1,1,4,-99,0,-99,0,3.4436
2007,18,2,1,1,1,4,-99,0,-99,0.7496,3.112
2007,18,3,1,1,1,4,-99,0,-99,0,3.1479
2007,18,4,1,1,1,4,-99,0,-99,0.1708,1.4845
2007,18,5,1,1,1,4,-99,0,-99,0.8422,2.8194
2007,18,6,1,1,1,4,-99,0,-99,1.1572,5.3423
2007,18,7,0,1,1,4,-99,0.0474,-99,0,1.0432
2007,18,8,0,1,1,4,-99,0,-99,0,2.1869
2007,19,1,1,1,0,3,-99,0,-99,0,3.08
2007,19,2,1,1,0,3,-99,0,-99,0,4.83
2007,19,3,1,1,0,3,-99,0,-99,0,2.6
2007,19,4,1,1,0,3,-99,0,-99,0,2.22
2007,19,5,1,1,0,3,-99,0,-99,0,1.96
2007,19,6,1,1,0,3,-99,0,-99,0,3.39
2007,19,7,0,1,0,3,-99,0,-99,0,2.99
2007,19,8,0,1,0,3,-99,0,-99,0,1.88
2007,20,1,1,0,1,2,-99,2.6015,-99,0,2.4841
2007,20,2,1,0,1,2,-99,2.2295,-99,0,3.2977
2007,20,3,1,0,1,2,-99,1.8357,-99,0,1.6685
2007,20,4,1,0,1,2,-99,2.9067,-99,0,2.9507
2007,20,5,1,0,1,2,-99,1.6524,-99,0,5.7318
2007,20,6,1,0,1,2,-99,7.3939,-99,0,2.7943
2007,20,7,0,0,1,2,-99,2.0692,-99,0,2.918
2007,20,8,0,0,1,2,-99,2.7616,-99,0,2.1075
2008,1,1,1,1,1,4,-99,0.65,-99,0.37,2.16
2008,1,2,1,1,1,4,-99,0.13,-99,0,3.74
2008,1,3,1,1,1,4,-99,0.09,-99,0.03,1.97
2008,1,4,1,1,1,4,-99,0,-99,0.08,3.69
2008,1,5,1,1,1,4,-99,0.3,-99,1.83,5.01
2008,1,6,1,1,1,4,-99,0.49,-99,1.16,2.69
2008,1,7,0,1,1,4,-99,0.53,-99,0.23,1.12
2008,1,8,0,1,1,4,-99,0.89,-99,0,3.4
2008,2,1,1,0,0,1,-99,0,-99,0,1.95
2008,2,2,1,0,0,1,-99,0,-99,0,1.4
2008,2,3,1,0,0,1,-99,1.01,-99,0,2.9
2008,2,4,1,0,0,1,-99,0,-99,0,1.39
2008,2,5,1,0,0,1,-99,0,-99,0,2.73
2008,2,6,1,0,0,1,-99,0.49,-99,0,2.06
2008,2,7,0,0,0,1,-99,0,-99,0.03,0.42
2008,2,8,0,0,0,1,-99,0,-99,0,0.71
2008,3,1,1,1,0,3,-99,0,-99,0,2.09
2008,3,2,1,1,0,3,-99,0,-99,0,3.56
2008,3,3,1,1,0,3,-99,0,-99,0,1.03
2008,3,4,1,1,0,3,-99,0,-99,0,1.31
2008,3,5,1,1,0,3,-99,0,-99,0,5.27
2008,3,6,1,1,0,3,-99,0,-99,0,3.56
2008,3,7,0,1,0,3,-99,0,-99,0,2.22
2008,3,8,0,1,0,3,-99,0,-99,0,0.93
2008,4,1,1,0,1,2,-99,0,-99,0.58,2.97
2008,4,2,1,0,1,2,-99,0.32,-99,0.36,2.48
2008,4,3,1,0,1,2,-99,0.08,-99,0,0.81
2008,4,4,1,0,1,2,-99,0.1,-99,0,2.68
2008,4,5,1,0,1,2,-99,0.32,-99,0.26,4.39
2008,4,6,1,0,1,2,-99,0,-99,2.52,5.49
2008,4,7,0,0,1,2,-99,0,-99,0,2.35
2008,4,8,0,0,1,2,-99,0,-99,0,1.35
2008,5,1,1,1,1,4,-99,0.39,-99,0,0.46
2008,5,2,1,1,1,4,-99,0,-99,0,1.18
2008,5,3,1,1,1,4,-99,0.005,-99,0,0.47
2008,5,4,1,1,1,4,-99,1.33,-99,0,5
2008,5,5,1,1,1,4,-99,1.72,-99,0,4.29
2008,5,6,1,1,1,4,-99,0.005,-99,0,1.7
2008,5,7,0,1,1,4,-99,0,-99,0,1.71
2008,5,8,0,1,1,4,-99,1.62,-99,0,2.7
2008,6,1,1,0,0,1,-99,0,-99,0,1.32
2008,6,2,1,0,0,1,-99,0,-99,0,0.84
2008,6,3,1,0,0,1,-99,0,-99,0,3.02
2008,6,4,1,0,0,1,-99,0,-99,0,2.58
2008,6,5,1,0,0,1,-99,0,-99,0,3.64
2008,6,6,1,0,0,1,-99,0,-99,0,3.24
2008,6,7,0,0,0,1,-99,0,-99,0,2.32
2008,6,8,0,0,0,1,-99,0.17,-99,0,1.12
2008,7,1,1,0,0,1,-99,0,-99,0,1.57
2008,7,2,1,0,0,1,-99,0,-99,0,0.81
2008,7,3,1,0,0,1,-99,0,-99,0,0.79
2008,7,4,1,0,0,1,-99,0,-99,0,0.76
2008,7,5,1,0,0,1,-99,0,-99,0,1.17
2008,7,6,1,0,0,1,-99,0.06,-99,0,0.28
2008,7,7,0,0,0,1,-99,0.2,-99,0.26,0.24
2008,7,8,0,0,0,1,-99,0,-99,0,1.16
2008,8,1,1,1,0,3,-99,0.03,-99,0.19,2.57
2008,8,2,1,1,0,3,-99,0,-99,0,1
2008,8,3,1,1,0,3,-99,0,-99,0,1.45
2008,8,4,1,1,0,3,-99,0,-99,0,0.62
2008,8,5,1,1,0,3,-99,0,-99,0,5.42
2008,8,6,1,1,0,3,-99,0,-99,0,2.98
2008,8,7,0,1,0,3,-99,0,-99,0,1.65
2008,8,8,0,1,0,3,-99,0,-99,0,1.89
2008,9,1,1,1,0,3,-99,0,-99,0,1.19
2008,9,2,1,1,0,3,-99,0,-99,0,1.22
2008,9,3,1,1,0,3,-99,0,-99,0,0.32
2008,9,4,1,1,0,3,-99,0,-99,0,0.54
2008,9,5,1,1,0,3,-99,0.21,-99,0,5.32
2008,9,6,1,1,0,3,-99,0,-99,0,2.56
2008,9,7,0,1,0,3,-99,0,-99,0.16,0
2008,9,8,0,1,0,3,-99,0.43,-99,0,0.76
2008,10,1,1,0,1,2,-99,0,-99,0.22,0.5
2008,10,2,1,0,1,2,-99,0.14,-99,0,2.81
2008,10,3,1,0,1,2,-99,2.51,-99,0,1.17
2008,10,4,1,0,1,2,-99,0.36,-99,0.56,0.36
2008,10,5,1,0,1,2,-99,1.71,-99,0,6.39
2008,10,6,1,0,1,2,-99,1.06,-99,0,1.46
2008,10,7,0,0,1,2,-99,0.07,-99,0,2.14
2008,10,8,0,0,1,2,-99,0.19,-99,0,1.57
2008,11,1,1,0,1,2,-99,1.19,-99,3.61,7.64
2008,11,2,1,0,1,2,-99,0,-99,1.17,5.45
2008,11,3,1,0,1,2,-99,1.66,-99,2.33,3.07
2008,11,4,1,0,1,2,-99,0.6,-99,0.31,3.13
2008,11,5,1,0,1,2,-99,0,-99,1.08,4.54
2008,11,6,1,0,1,2,-99,0.48,-99,0,1.95
2008,11,7,0,0,1,2,-99,0.16,-99,0,2.11
2008,11,8,0,0,1,2,-99,0.36,-99,0,0.71
2008,12,1,1,1,1,4,-99,0,-99,0.34,1.3
2008,12,2,1,1,1,4,-99,0,-99,0,1.61
2008,12,3,1,1,1,4,-99,0,-99,0,5.58
2008,12,4,1,1,1,4,-99,0,-99,1.5,1.66
2008,12,5,1,1,1,4,-99,0.29,-99,0,2.65
2008,12,6,1,1,1,4,-99,0.53,-99,0,1.5
2008,12,7,0,1,1,4,-99,0.46,-99,0.16,0.9
2008,12,8,0,1,1,4,-99,0,-99,0,0.86
2008,13,1,1,1,0,3,-99,0.03,-99,0,1.35
2008,13,2,1,1,0,3,-99,0,-99,0,0.37
2008,13,3,1,1,0,3,-99,0,-99,0,2.23
2008,13,4,1,1,0,3,-99,0,-99,0,0.46
2008,13,5,1,1,0,3,-99,0.07,-99,0,0.46
2008,13,6,1,1,0,3,-99,0.7,-99,0,2.48
2008,13,7,0,1,0,3,-99,0,-99,0,0.61
2008,13,8,0,1,0,3,-99,0,-99,0.29,2.45
2008,14,1,1,0,1,2,-99,0,-99,0.33,5.17
2008,14,2,1,0,1,2,-99,2.15,-99,0,2.09
2008,14,3,1,0,1,2,-99,0.37,-99,0.42,2.51
2008,14,4,1,0,1,2,-99,0,-99,0,1.35
2008,14,5,1,0,1,2,-99,0,-99,0.89,0.32
2008,14,6,1,0,1,2,-99,0,-99,2.56,3.08
2008,14,7,0,0,1,2,-99,0,-99,0,2.69
2008,14,8,0,0,1,2,-99,0.25,-99,0,1.12
2008,15,1,1,1,1,4,-99,0.005,-99,0,1.97
2008,15,2,1,1,1,4,-99,0,-99,0,0.4
2008,15,3,1,1,1,4,-99,0,-99,0.23,3.39
2008,15,4,1,1,1,4,-99,0.94,-99,0,3.97
2008,15,5,1,1,1,4,-99,0.005,-99,0,3.44
2008,15,6,1,1,1,4,-99,0,-99,0,4.47
2008,15,7,0,1,1,4,-99,0,-99,0,0.82
2008,15,8,0,1,1,4,-99,0,-99,0,2.47
2008,16,1,1,0,0,1,-99,0.13,-99,0,1.37
2008,16,2,1,0,0,1,-99,0,-99,0,0.61
2008,16,3,1,0,0,1,-99,0,-99,0,4.17
2008,16,4,1,0,0,1,-99,0,-99,0,1.12
2008,16,5,1,0,0,1,-99,0,-99,0,0.96
2008,16,6,1,0,0,1,-99,0,-99,0.61,2.79
2008,16,7,0,0,0,1,-99,0.15,-99,0.06,1.17
2008,16,8,0,0,0,1,-99,0.59,-99,0,1.24
